produksi_ton,solar_liter,listrik_kWh,jam_operasi,alat_berat,emisi_CO2e
13397.0,5489.0,24021.0,439.0,16.0,21452.0
18937.0,7410.0,17362.0,294.0,23.0,27982.0
14772.0,4589.0,34028.0,587.0,18.0,23282.0
12564.0,7655.0,21494.0,,15.0,23018.0
13441.0,6450.0,20873.0,484.0,16.0,22421.0
25103.0,10730.0,36720.0,354.0,31.0,38763.0
6325.0,3326.0,10747.0,446.0,7.0,11528.0
17499.0,8699.0,28544.0,408.0,21.0,28719.0
6604.0,3154.0,10428.0,469.0,8.0,11580.0
14459.0,7497.0,23067.0,384.0,18.0,24734.0
12832.0,5946.0,25137.0,524.0,16.0,22036.0
4575.0,2365.0,11021.0,281.0,5.0,9051.0
16945.0,8901.0,34673.0,476.0,21.0,29634.0
13100.0,6108.0,27991.0,409.0,16.0,21830.0
4504.0,1928.0,7597.0,319.0,5.0,7297.0
19198.0,11577.0,35159.0,556.0,23.0,35204.0
22175.0,8919.0,42752.0,548.0,27.0,34923.0
22451.0,10981.0,35969.0,234.0,28.0,36402.0
16795.0,8253.0,28086.0,414.0,20.0,28197.0
15230.0,5925.0,31319.0,456.0,19.0,24393.0
21641.0,7990.0,46032.0,435.0,27.0,33347.0
23412.0,9707.0,42615.0,521.0,29.0,36908.0
20668.0,8283.0,29792.0,505.0,25.0,31644.0
10292.0,3131.0,17613.0,421.0,12.0,
16007.0,6160.0,21891.0,582.0,20.0,25463.0
17198.0,8197.0,31344.0,475.0,21.0,28514.0
5952.0,3432.0,11169.0,372.0,7.0,10616.0
,8768.0,29815.0,356.0,21.0,29691.0
26365.0,5273.0,,499.0,32.0,34192.0
18200.0,9357.0,35036.0,337.0,22.0,30827.0
22367.0,8817.0,41984.0,,27.0,34697.0
15915.0,7883.0,22910.0,381.0,19.0,26452.0
14634.0,6565.0,25229.0,428.0,18.0,22716.0
16906.0,7282.0,32510.0,385.0,21.0,27349.0
10921.0,4803.0,24830.0,295.0,13.0,18641.0
10181.0,4559.0,17495.0,493.0,12.0,17620.0
21332.0,12467.0,41922.0,368.0,26.0,36816.0
,9795.0,45110.0,562.0,27.0,36973.0
10044.0,5610.0,17488.0,424.0,12.0,17497.0
19840.0,10793.0,42547.0,501.0,24.0,34380.0
14565.0,7526.0,31470.0,450.0,18.0,25816.0
16699.0,4531.0,36974.0,505.0,20.0,24457.0
17301.0,9717.0,33521.0,446.0,21.0,30705.0
19972.0,8073.0,50090.0,419.0,24.0,31618.0
15414.0,8039.0,24899.0,487.0,19.0,27272.0
22051.0,7778.0,53743.0,599.0,27.0,34184.0
16547.0,5485.0,33599.0,378.0,20.0,23907.0
18121.0,11736.0,39904.0,464.0,22.0,34834.0
10834.0,3838.0,18460.0,400.0,13.0,16848.0
25793.0,14563.0,52962.0,440.0,32.0,45857.0
17349.0,8013.0,38655.0,403.0,21.0,29078.0
18565.0,7574.0,27361.0,227.0,23.0,29504.0
6959.0,3100.0,12185.0,384.0,8.0,11750.0
10886.0,3482.0,12602.0,480.0,13.0,16315.0
21189.0,9506.0,37007.0,339.0,26.0,34224.0
16434.0,,25559.0,474.0,20.0,24477.0
5431.0,2229.0,9421.0,415.0,6.0,9800.0
20191.0,10954.0,54054.0,,25.0,34201.0
,5839.0,28435.0,472.0,15.0,21162.0
,6656.0,30177.0,454.0,27.0,31199.0
14561.0,7792.0,28637.0,434.0,18.0,25479.0
16024.0,7199.0,32683.0,481.0,20.0,26100.0
20895.0,,35493.0,416.0,26.0,32725.0
10513.0,5516.0,19485.0,268.0,,17867.0
10036.0,4348.0,18895.0,370.0,12.0,16644.0
14018.0,4674.0,19569.0,,17.0,20291.0
19136.0,12147.0,28524.0,453.0,,
8346.0,3741.0,15453.0,472.0,10.0,15104.0
6660.0,2943.0,12186.0,475.0,8.0,11818.0
19119.0,7829.0,30349.0,439.0,23.0,30317.0
11985.0,6808.0,18717.0,477.0,14.0,21676.0
13039.0,5183.0,23119.0,274.0,16.0,19999.0
5716.0,1689.0,,391.0,7.0,9005.0
11605.0,4435.0,20623.0,287.0,14.0,17796.0
14962.0,8718.0,34216.0,371.0,18.0,27397.0
19652.0,10479.0,31271.0,529.0,24.0,33946.0
11144.0,4731.0,,487.0,13.0,18067.0
23287.0,13677.0,39441.0,453.0,29.0,41171.0
11577.0,6076.0,22881.0,385.0,14.0,19528.0
11585.0,4904.0,18136.0,321.0,,18367.0
22687.0,9833.0,53954.0,415.0,28.0,36721.0
16057.0,7755.0,20759.0,489.0,20.0,27566.0
12240.0,4490.0,28331.0,433.0,15.0,20093.0
14224.0,6407.0,25988.0,273.0,17.0,22433.0
21765.0,10466.0,42785.0,408.0,27.0,36153.0
22331.0,6282.0,49136.0,247.0,27.0,
10916.0,4706.0,,,13.0,18132.0
,6206.0,23379.0,345.0,18.0,23236.0
15451.0,8541.0,30593.0,302.0,19.0,26794.0
10069.0,2674.0,23765.0,465.0,,16031.0
14722.0,6063.0,22580.0,445.0,18.0,23140.0
15027.0,6038.0,36598.0,419.0,18.0,24386.0
20701.0,11303.0,39657.0,,25.0,35139.0
21037.0,9375.0,35133.0,451.0,26.0,34224.0
13354.0,8408.0,,348.0,16.0,25088.0
,7191.0,24141.0,442.0,17.0,23512.0
18321.0,7493.0,22232.0,377.0,22.0,27908.0
12074.0,5723.0,20229.0,501.0,15.0,20775.0
17943.0,7439.0,30882.0,422.0,,28337.0
14560.0,7804.0,21516.0,430.0,18.0,25429.0
10153.0,3216.0,20553.0,285.0,12.0,14975.0
10216.0,3756.0,17718.0,405.0,12.0,16973.0
22235.0,11019.0,35782.0,395.0,27.0,36415.0
14218.0,8141.0,24205.0,318.0,17.0,26415.0
23202.0,5332.0,44235.0,382.0,29.0,31839.0
12432.0,7303.0,22650.0,435.0,15.0,
16456.0,7175.0,26160.0,400.0,20.0,25807.0
26963.0,7054.0,49551.0,287.0,33.0,37185.0
9713.0,1943.0,17336.0,378.0,12.0,13616.0
5511.0,1637.0,8036.0,363.0,6.0,7474.0
21433.0,9603.0,36724.0,415.0,26.0,33713.0
10866.0,4818.0,21447.0,407.0,13.0,
14896.0,7647.0,29370.0,,18.0,25446.0
12070.0,4768.0,20894.0,364.0,15.0,18764.0
16341.0,5543.0,32731.0,405.0,20.0,25150.0
10247.0,4188.0,15433.0,477.0,12.0,16249.0
14100.0,6393.0,21366.0,422.0,17.0,22809.0
17249.0,8160.0,29748.0,514.0,21.0,28442.0
9958.0,3695.0,22399.0,491.0,12.0,16484.0
11500.0,6211.0,21262.0,520.0,14.0,19846.0
13263.0,5144.0,22778.0,509.0,16.0,20848.0
7856.0,2852.0,17780.0,525.0,9.0,12275.0
12887.0,5100.0,22088.0,308.0,16.0,19910.0
15594.0,8693.0,38524.0,452.0,19.0,28490.0
13002.0,5678.0,21410.0,497.0,16.0,21769.0
13643.0,5192.0,20417.0,512.0,17.0,21042.0
14900.0,8085.0,26077.0,338.0,18.0,26058.0
11721.0,7786.0,20222.0,453.0,14.0,22449.0
18455.0,8692.0,28748.0,406.0,23.0,30836.0
22180.0,12718.0,57237.0,548.0,27.0,40203.0
12678.0,7019.0,24032.0,289.0,15.0,20715.0
17426.0,6786.0,33794.0,,21.0,27399.0
13802.0,6248.0,22931.0,255.0,17.0,21941.0
16827.0,5414.0,,412.0,21.0,24528.0
22829.0,9805.0,48116.0,581.0,28.0,37189.0
17543.0,6796.0,22758.0,396.0,21.0,25979.0
6133.0,2513.0,8937.0,408.0,7.0,10383.0
17270.0,6476.0,29805.0,444.0,21.0,26824.0
21164.0,8916.0,46674.0,391.0,26.0,33955.0
13892.0,6991.0,23445.0,429.0,17.0,23392.0
19978.0,8751.0,38455.0,431.0,24.0,
11549.0,3044.0,20885.0,332.0,14.0,15870.0
7572.0,2843.0,16575.0,392.0,9.0,12100.0
15706.0,4681.0,20804.0,459.0,19.0,22483.0
6218.0,2950.0,12564.0,474.0,7.0,11474.0
13801.0,6905.0,24019.0,504.0,17.0,23598.0
21434.0,10195.0,44529.0,427.0,26.0,36166.0
5451.0,2024.0,8472.0,,6.0,9311.0
8603.0,4083.0,15547.0,460.0,10.0,15038.0
9840.0,3965.0,,352.0,12.0,15912.0
14683.0,4936.0,22014.0,349.0,18.0,22013.0
13171.0,6904.0,18649.0,390.0,,22682.0
21996.0,11697.0,35762.0,298.0,27.0,36150.0
19772.0,10773.0,36360.0,433.0,24.0,34863.0
17476.0,6801.0,27489.0,484.0,21.0,27196.0
15728.0,8933.0,26753.0,343.0,19.0,27964.0
16966.0,6797.0,20941.0,435.0,21.0,25995.0
10690.0,,18053.0,350.0,13.0,17530.0
19286.0,7693.0,40637.0,319.0,24.0,28918.0
9440.0,4036.0,18989.0,564.0,11.0,15730.0
19177.0,3987.0,34018.0,320.0,23.0,25422.0
20931.0,8787.0,,298.0,26.0,33404.0
16054.0,7371.0,24909.0,417.0,20.0,26342.0
14119.0,5775.0,32295.0,421.0,17.0,22330.0
17002.0,,41149.0,453.0,21.0,31511.0
,1001.0,,560.0,5.0,6640.0
16511.0,6500.0,42553.0,338.0,20.0,25545.0
14433.0,5189.0,23035.0,354.0,18.0,22840.0
14747.0,5805.0,21010.0,529.0,18.0,24172.0
18533.0,10251.0,29413.0,475.0,23.0,33404.0
14626.0,8744.0,25364.0,464.0,18.0,26866.0
9299.0,3533.0,23188.0,353.0,11.0,14876.0
14293.0,5398.0,24522.0,490.0,17.0,22556.0
15338.0,5127.0,23652.0,464.0,19.0,23366.0
,9043.0,23836.0,415.0,19.0,27361.0
,8887.0,33864.0,353.0,19.0,27475.0
20197.0,8875.0,42397.0,409.0,25.0,32530.0
9570.0,2970.0,15832.0,532.0,11.0,14398.0
15879.0,5071.0,19646.0,312.0,19.0,23295.0
21450.0,10018.0,31347.0,336.0,26.0,34114.0
6327.0,,14656.0,350.0,7.0,11498.0
15898.0,3869.0,31902.0,,19.0,22520.0
12073.0,5045.0,21969.0,399.0,15.0,
13146.0,8043.0,31034.0,477.0,16.0,24890.0
10476.0,4486.0,25011.0,,13.0,17825.0
14152.0,8477.0,25321.0,405.0,17.0,25221.0
24206.0,12464.0,43444.0,422.0,30.0,41293.0
,2964.0,,450.0,10.0,14254.0
9152.0,3851.0,15692.0,265.0,11.0,13723.0
8490.0,3711.0,11497.0,486.0,10.0,15208.0
23637.0,8385.0,31978.0,334.0,29.0,34166.0
12688.0,4479.0,16282.0,365.0,15.0,19299.0
,8933.0,31607.0,427.0,18.0,27365.0
12986.0,4575.0,17292.0,394.0,16.0,19513.0
10278.0,5733.0,24513.0,439.0,12.0,18809.0
13824.0,5618.0,21855.0,411.0,17.0,21353.0
27291.0,12211.0,63349.0,377.0,34.0,44455.0
21960.0,11116.0,37124.0,522.0,27.0,
10735.0,4188.0,14280.0,457.0,13.0,16377.0
18238.0,9243.0,39852.0,424.0,22.0,30693.0
10842.0,2660.0,24076.0,455.0,13.0,15134.0
6118.0,3022.0,9350.0,344.0,7.0,10509.0
20098.0,4083.0,34176.0,574.0,25.0,27160.0
20800.0,8888.0,31789.0,313.0,,32079.0
20230.0,10832.0,35683.0,409.0,25.0,35204.0
12651.0,6480.0,23180.0,377.0,15.0,21692.0
,4535.0,,374.0,17.0,20710.0
18749.0,6244.0,23517.0,,23.0,27102.0
16957.0,6463.0,27568.0,338.0,21.0,26528.0
13032.0,6107.0,26208.0,495.0,16.0,21487.0
6905.0,1704.0,11996.0,304.0,8.0,10758.0
15569.0,6986.0,26495.0,479.0,19.0,26016.0
20395.0,9813.0,,452.0,25.0,33527.0
9012.0,3800.0,14572.0,370.0,11.0,15320.0
18194.0,9143.0,40439.0,443.0,22.0,30975.0
16658.0,7869.0,24288.0,387.0,20.0,27354.0
18751.0,7422.0,37806.0,312.0,23.0,28798.0
19360.0,4964.0,35121.0,,24.0,27038.0
11528.0,5341.0,21596.0,452.0,14.0,19148.0
6915.0,2453.0,10928.0,448.0,8.0,11193.0
12332.0,4836.0,20897.0,419.0,15.0,19845.0
19446.0,9682.0,34969.0,369.0,24.0,32978.0
,7272.0,20202.0,385.0,15.0,21842.0
11530.0,5145.0,21900.0,374.0,14.0,19424.0
5893.0,2978.0,11417.0,260.0,7.0,9879.0
23763.0,,58263.0,405.0,29.0,33733.0
19129.0,,36028.0,442.0,23.0,31321.0
18849.0,8369.0,23116.0,405.0,23.0,30257.0
19839.0,11366.0,42631.0,542.0,24.0,35724.0
17884.0,7081.0,31097.0,320.0,22.0,27279.0
13778.0,5867.0,33117.0,347.0,17.0,22506.0
14181.0,7883.0,31784.0,411.0,17.0,25395.0
12862.0,5670.0,21202.0,420.0,16.0,
28174.0,9554.0,56814.0,248.0,35.0,40300.0
17780.0,12537.0,28835.0,448.0,22.0,34222.0
12681.0,4339.0,,420.0,15.0,19383.0
17327.0,7685.0,34703.0,230.0,21.0,26981.0
9946.0,4820.0,21223.0,391.0,,16519.0
22523.0,10738.0,46589.0,335.0,28.0,36869.0
11695.0,5041.0,21313.0,364.0,14.0,19015.0
,7554.0,,293.0,,28352.0
,8671.0,34368.0,433.0,25.0,31942.0
16924.0,5727.0,22303.0,541.0,21.0,24963.0
15472.0,,21284.0,421.0,19.0,28783.0
15054.0,6443.0,33754.0,227.0,18.0,24159.0
14718.0,7502.0,26154.0,423.0,18.0,25806.0
12117.0,,22388.0,384.0,15.0,18424.0
12753.0,,20879.0,312.0,15.0,20412.0
22398.0,9059.0,,428.0,27.0,34662.0
14457.0,4265.0,22609.0,470.0,,21294.0
11071.0,4804.0,21493.0,347.0,13.0,18696.0
12419.0,5083.0,21991.0,269.0,15.0,19104.0
20502.0,11628.0,39579.0,,25.0,36073.0
18378.0,,34952.0,347.0,22.0,26426.0
17802.0,6983.0,29769.0,388.0,22.0,27556.0
13712.0,4939.0,18682.0,359.0,17.0,20496.0
17867.0,10617.0,23875.0,345.0,22.0,31514.0
11782.0,4278.0,31906.0,445.0,14.0,18454.0
13702.0,6936.0,30740.0,437.0,17.0,24062.0
19849.0,10858.0,43709.0,416.0,24.0,35600.0
19371.0,8434.0,30948.0,465.0,24.0,30493.0
10090.0,3151.0,18192.0,347.0,12.0,15150.0
10722.0,3362.0,16677.0,312.0,,16144.0
15544.0,8331.0,21860.0,358.0,19.0,26386.0
23631.0,,38361.0,353.0,29.0,34690.0
5422.0,2653.0,11917.0,236.0,6.0,9272.0
16392.0,7564.0,33639.0,356.0,20.0,26922.0
8120.0,3960.0,12253.0,488.0,10.0,13841.0
11828.0,5881.0,20174.0,464.0,14.0,20446.0
13178.0,4700.0,26682.0,442.0,16.0,20481.0
12897.0,4546.0,21006.0,411.0,16.0,
12331.0,6431.0,22490.0,516.0,15.0,21469.0
15036.0,5820.0,28878.0,315.0,18.0,
12324.0,2465.0,23628.0,,15.0,16730.0
7688.0,3958.0,14424.0,490.0,9.0,14738.0
18899.0,6546.0,30312.0,,23.0,
18764.0,9321.0,30674.0,346.0,23.0,32029.0
19216.0,11324.0,28053.0,444.0,24.0,34375.0
7296.0,,9716.0,,9.0,
16495.0,9065.0,29122.0,333.0,20.0,28918.0
18380.0,8554.0,37585.0,331.0,22.0,30862.0
9844.0,5992.0,13643.0,426.0,12.0,
15046.0,5173.0,28315.0,416.0,,
14419.0,,29348.0,521.0,18.0,24540.0
24211.0,12525.0,30239.0,377.0,30.0,40194.0
24622.0,10611.0,42322.0,375.0,30.0,38639.0
6678.0,3775.0,15319.0,515.0,8.0,12125.0
27470.0,11175.0,53994.0,479.0,34.0,42178.0
10424.0,,12914.0,412.0,13.0,
19903.0,13180.0,39757.0,275.0,24.0,36290.0
19852.0,9494.0,31281.0,335.0,24.0,
10022.0,,20117.0,316.0,12.0,17646.0
17466.0,9941.0,27823.0,403.0,21.0,30379.0
14462.0,4791.0,25802.0,359.0,18.0,21535.0
17772.0,5666.0,29123.0,528.0,22.0,25739.0
16153.0,9299.0,29091.0,274.0,20.0,28523.0
20982.0,10017.0,34196.0,307.0,26.0,
15377.0,6571.0,26647.0,420.0,19.0,23985.0
14161.0,6388.0,20495.0,442.0,17.0,22724.0
20480.0,4329.0,39879.0,200.0,25.0,26088.0
17902.0,7715.0,33165.0,261.0,22.0,
18659.0,6991.0,24537.0,379.0,23.0,28089.0
11677.0,6327.0,24497.0,,14.0,21107.0
9774.0,5371.0,17076.0,551.0,12.0,17924.0
12161.0,6174.0,22481.0,367.0,15.0,21040.0
11896.0,5824.0,24141.0,386.0,14.0,20512.0
18931.0,5684.0,35940.0,333.0,23.0,26867.0
19880.0,10120.0,42733.0,451.0,24.0,33687.0
14224.0,7296.0,24352.0,522.0,17.0,24652.0
22155.0,12728.0,,500.0,,39497.0
21842.0,14456.0,40122.0,398.0,27.0,41774.0
16217.0,4553.0,31660.0,333.0,20.0,22849.0
10891.0,4478.0,20922.0,401.0,13.0,17828.0
22877.0,8597.0,49694.0,510.0,28.0,35714.0
14695.0,6866.0,29631.0,368.0,18.0,25111.0
15631.0,7055.0,26058.0,255.0,19.0,24575.0
13302.0,5675.0,21385.0,371.0,16.0,21954.0
10551.0,5832.0,18834.0,378.0,13.0,18756.0
7657.0,2602.0,12036.0,254.0,,12809.0
18164.0,6283.0,26962.0,419.0,22.0,27112.0
11083.0,3852.0,,440.0,13.0,16208.0
30000.0,12419.0,40057.0,549.0,37.0,46193.0
9570.0,3131.0,22925.0,293.0,11.0,15284.0
8713.0,3879.0,13968.0,458.0,10.0,14811.0
17551.0,7607.0,,,21.0,28827.0
22647.0,8410.0,43503.0,442.0,,34893.0
15323.0,8234.0,27353.0,319.0,19.0,26205.0
17861.0,7931.0,24109.0,315.0,22.0,28077.0
5782.0,3216.0,10416.0,408.0,7.0,10476.0
11612.0,4999.0,27494.0,407.0,14.0,20191.0
,4311.0,21838.0,355.0,12.0,
5525.0,2175.0,10399.0,503.0,6.0,9817.0
15585.0,7002.0,22682.0,368.0,19.0,25287.0
3786.0,1973.0,5727.0,249.0,5.0,6900.0
8389.0,3430.0,12955.0,382.0,10.0,13033.0
12314.0,,26887.0,438.0,15.0,20958.0
10844.0,3998.0,24827.0,427.0,13.0,17602.0
16982.0,8931.0,31566.0,427.0,21.0,28890.0
16528.0,6479.0,,520.0,20.0,24985.0
19469.0,10419.0,44090.0,311.0,24.0,33836.0
18762.0,,28263.0,366.0,23.0,29690.0
20704.0,12466.0,37589.0,524.0,25.0,37859.0
14990.0,,29065.0,243.0,18.0,21950.0
16517.0,4995.0,,396.0,20.0,23594.0
17558.0,6819.0,28254.0,498.0,21.0,27338.0
15708.0,4894.0,24911.0,497.0,19.0,22558.0
,4057.0,28956.0,,16.0,19294.0
13338.0,6831.0,31668.0,455.0,16.0,23339.0
10912.0,,20018.0,317.0,13.0,17347.0
17108.0,6878.0,29418.0,510.0,21.0,27428.0
14530.0,5976.0,23539.0,304.0,18.0,22544.0
11684.0,4560.0,21038.0,309.0,14.0,17521.0
11689.0,7189.0,19110.0,431.0,14.0,21396.0
8948.0,3368.0,15846.0,361.0,11.0,
19894.0,6322.0,38276.0,417.0,24.0,28912.0
15393.0,8152.0,25836.0,434.0,19.0,26812.0
10686.0,4578.0,18627.0,542.0,13.0,18216.0
19043.0,12452.0,33217.0,435.0,23.0,36706.0
12198.0,4847.0,20794.0,351.0,15.0,19761.0
7967.0,4259.0,13286.0,454.0,9.0,13671.0
20106.0,11224.0,40788.0,333.0,25.0,
12315.0,4900.0,15624.0,473.0,15.0,19330.0
12956.0,4867.0,29439.0,405.0,16.0,20796.0
15206.0,7970.0,27989.0,432.0,19.0,25858.0
20713.0,10512.0,41074.0,258.0,25.0,34316.0
15100.0,4665.0,30465.0,220.0,18.0,21109.0
9004.0,3036.0,14295.0,280.0,11.0,13220.0
17719.0,3544.0,27034.0,540.0,22.0,23328.0
12575.0,6407.0,18741.0,308.0,15.0,21011.0
24440.0,10358.0,42180.0,459.0,30.0,37917.0
14994.0,6504.0,30135.0,349.0,18.0,24704.0
3825.0,1074.0,6215.0,381.0,5.0,6521.0
16787.0,5711.0,33278.0,396.0,20.0,24490.0
24723.0,9944.0,26939.0,532.0,30.0,37738.0
22880.0,8758.0,38537.0,447.0,28.0,34145.0
24155.0,11154.0,51936.0,431.0,30.0,40285.0
9901.0,5033.0,17314.0,504.0,12.0,18375.0
19561.0,13242.0,30344.0,349.0,24.0,36512.0
11390.0,5103.0,18258.0,485.0,14.0,18597.0
16121.0,9053.0,14374.0,472.0,20.0,27576.0
8635.0,3169.0,12922.0,471.0,10.0,13608.0
11778.0,3327.0,24935.0,388.0,14.0,17229.0
11619.0,4819.0,18883.0,365.0,14.0,19244.0
19493.0,5657.0,32370.0,330.0,24.0,27900.0
19004.0,8580.0,20913.0,335.0,23.0,30396.0
16384.0,6094.0,21475.0,327.0,20.0,24598.0
8248.0,2100.0,17791.0,429.0,10.0,11744.0
13442.0,8382.0,26685.0,382.0,16.0,24571.0
11269.0,4465.0,15899.0,435.0,14.0,17910.0
19348.0,5538.0,31167.0,439.0,24.0,26814.0
20891.0,11277.0,37421.0,315.0,26.0,35823.0
20282.0,7649.0,29230.0,313.0,25.0,30735.0
11224.0,6274.0,13455.0,382.0,14.0,20001.0
3000.0,1130.0,5257.0,338.0,5.0,
6165.0,2441.0,12156.0,330.0,7.0,9281.0
22108.0,10711.0,43720.0,536.0,27.0,37750.0
12994.0,6618.0,26800.0,277.0,16.0,21344.0
11246.0,5925.0,15002.0,562.0,14.0,19871.0
23213.0,10238.0,42187.0,423.0,29.0,37445.0
21326.0,10724.0,36669.0,479.0,26.0,36031.0
15122.0,7933.0,26824.0,469.0,18.0,25600.0
13533.0,6361.0,,449.0,16.0,22107.0
14339.0,6248.0,22970.0,533.0,17.0,23634.0
16136.0,4929.0,14436.0,313.0,20.0,22754.0
23000.0,11728.0,49417.0,387.0,28.0,38414.0
17112.0,7773.0,32496.0,332.0,21.0,27965.0
,7613.0,25239.0,,23.0,27660.0
20846.0,12045.0,40482.0,347.0,26.0,37113.0
9152.0,2812.0,15245.0,550.0,11.0,13800.0
18774.0,11535.0,31434.0,386.0,23.0,33969.0
13527.0,6057.0,,559.0,16.0,22457.0
3000.0,1445.0,5883.0,567.0,5.0,7109.0
4359.0,1789.0,6801.0,640.0,5.0,8550.0
9909.0,2807.0,14576.0,552.0,12.0,14614.0
17656.0,7699.0,37776.0,589.0,22.0,29404.0
15569.0,7527.0,,426.0,19.0,27133.0
15922.0,,27955.0,418.0,19.0,27622.0
24755.0,10649.0,49701.0,424.0,30.0,39385.0
8655.0,1997.0,13845.0,400.0,10.0,11861.0
14863.0,4397.0,24666.0,412.0,18.0,21174.0
16522.0,10825.0,31255.0,460.0,20.0,31544.0
11319.0,3857.0,15140.0,,14.0,16497.0
15142.0,8975.0,28259.0,290.0,18.0,27041.0
7000.0,,11013.0,429.0,8.0,12012.0
22050.0,9520.0,45348.0,345.0,27.0,35185.0
11592.0,5941.0,22767.0,353.0,14.0,
25157.0,9257.0,48411.0,389.0,31.0,39045.0
14838.0,9039.0,19555.0,370.0,18.0,27531.0
20140.0,9216.0,35628.0,489.0,25.0,33183.0
14733.0,7309.0,21317.0,387.0,18.0,25255.0
14846.0,6284.0,26559.0,493.0,18.0,23935.0
12080.0,6232.0,13353.0,416.0,15.0,20929.0
15596.0,9480.0,20863.0,393.0,19.0,27802.0
16590.0,7248.0,35780.0,413.0,20.0,26377.0
11079.0,6902.0,21168.0,297.0,13.0,21757.0
14375.0,5589.0,24349.0,427.0,17.0,21780.0
11950.0,6290.0,18251.0,468.0,14.0,21048.0
26498.0,13220.0,39078.0,479.0,33.0,43907.0
14551.0,4993.0,27066.0,292.0,18.0,21935.0
22726.0,10713.0,38564.0,278.0,28.0,36588.0
14022.0,6320.0,31745.0,357.0,17.0,
16296.0,5943.0,28430.0,511.0,20.0,25221.0
8393.0,4077.0,15256.0,418.0,10.0,14902.0
12765.0,5931.0,17659.0,338.0,15.0,20801.0
16053.0,7107.0,27158.0,284.0,20.0,25551.0
22930.0,,42492.0,345.0,28.0,35890.0
16110.0,7104.0,27196.0,340.0,20.0,26811.0
21919.0,9057.0,36260.0,475.0,27.0,34641.0
18204.0,8446.0,34552.0,481.0,22.0,30234.0
23137.0,8922.0,52161.0,316.0,28.0,35333.0
14705.0,10524.0,27108.0,460.0,18.0,28457.0
26951.0,,57763.0,452.0,33.0,39586.0
12573.0,4923.0,24976.0,306.0,15.0,19609.0
11168.0,4461.0,23735.0,393.0,,18341.0
8950.0,5854.0,14472.0,,11.0,16628.0
,8476.0,46325.0,413.0,33.0,39150.0
19097.0,9407.0,33213.0,263.0,23.0,31837.0
13329.0,6329.0,26177.0,410.0,16.0,22411.0
21245.0,10269.0,43292.0,451.0,26.0,35715.0
18438.0,10577.0,33881.0,526.0,23.0,33391.0
24831.0,14193.0,,346.0,31.0,42931.0
7261.0,2940.0,11842.0,356.0,9.0,12743.0
13673.0,6418.0,28244.0,383.0,17.0,23151.0
12687.0,3344.0,26704.0,423.0,,17985.0
5132.0,2360.0,10280.0,408.0,6.0,8759.0
20302.0,7524.0,,448.0,25.0,31507.0
13648.0,5887.0,27487.0,310.0,17.0,22098.0
18698.0,5263.0,28642.0,432.0,23.0,26572.0
26799.0,13144.0,49833.0,341.0,33.0,44079.0
13234.0,3710.0,25014.0,389.0,16.0,18597.0
12894.0,5994.0,18067.0,537.0,16.0,21885.0
15593.0,5104.0,30288.0,288.0,19.0,22819.0
19936.0,7277.0,28416.0,378.0,24.0,29698.0
12166.0,6880.0,20338.0,298.0,15.0,22605.0
11845.0,,21463.0,412.0,14.0,20917.0
20286.0,11460.0,32068.0,484.0,25.0,36028.0
16893.0,,30826.0,414.0,21.0,32050.0
4776.0,1780.0,8693.0,391.0,5.0,
8873.0,5323.0,13788.0,506.0,11.0,16861.0
22506.0,6829.0,,426.0,28.0,32168.0
17010.0,8923.0,26718.0,466.0,21.0,28943.0
11189.0,4483.0,27820.0,457.0,13.0,17449.0
14148.0,5050.0,25002.0,200.0,17.0,21379.0
15066.0,7706.0,21825.0,394.0,18.0,24806.0
,10170.0,28106.0,314.0,23.0,32273.0
8209.0,4445.0,17602.0,,10.0,14782.0
10795.0,5090.0,18106.0,518.0,13.0,18607.0
16365.0,7580.0,22761.0,370.0,,
14501.0,7289.0,29815.0,551.0,18.0,25996.0
17859.0,8579.0,29920.0,287.0,22.0,29771.0
8852.0,4463.0,17670.0,313.0,11.0,15352.0
16786.0,7896.0,34925.0,461.0,20.0,27662.0
20458.0,10930.0,38509.0,373.0,,35534.0
17434.0,,43913.0,425.0,21.0,25103.0
15696.0,6857.0,20131.0,391.0,19.0,24137.0
14521.0,4525.0,22574.0,389.0,18.0,21402.0
10826.0,5171.0,18655.0,376.0,13.0,18878.0
14640.0,8992.0,36283.0,414.0,18.0,27181.0
21299.0,8575.0,49826.0,451.0,26.0,34026.0
14405.0,6665.0,31498.0,529.0,18.0,24277.0
10551.0,5546.0,16478.0,384.0,13.0,18748.0
12539.0,3050.0,20021.0,369.0,15.0,17899.0
16004.0,6366.0,,358.0,20.0,24628.0
13132.0,6388.0,20552.0,,16.0,21872.0
17427.0,3485.0,39172.0,455.0,21.0,22882.0
17614.0,6206.0,30417.0,248.0,22.0,26468.0
19445.0,10891.0,34350.0,245.0,24.0,32932.0
,12171.0,44950.0,334.0,27.0,38486.0
19979.0,,25992.0,418.0,24.0,33091.0
10329.0,5559.0,18755.0,397.0,12.0,18086.0
10482.0,4943.0,15419.0,441.0,13.0,17637.0
14621.0,7392.0,25027.0,386.0,18.0,25298.0
12744.0,5333.0,20697.0,512.0,15.0,20335.0
9308.0,4297.0,14973.0,462.0,11.0,15433.0
12792.0,4947.0,,406.0,15.0,20045.0
12627.0,7278.0,23567.0,492.0,15.0,23690.0
11641.0,7010.0,20186.0,268.0,14.0,21787.0
13421.0,7891.0,,393.0,16.0,24281.0
